Causa de muerte (lista reducida);Sexo;Provincia de defunción;Total
00A Covid-19 Virus identificado;Mujeres;Castellón/Castelló;86
00A Covid-19 Virus identificado;Mujeres;Ciudad Real;596
00A Covid-19 Virus identificado;Mujeres;Córdoba;63
00A Covid-19 Virus identificado;Mujeres;Coruña, A;124
00A Covid-19 Virus identificado;Mujeres;Cuenca;99
00A Covid-19 Virus identificado;Mujeres;Gipuzkoa;163
00A Covid-19 Virus identificado;Mujeres;Girona;221
00A Covid-19 Virus identificado;Mujeres;Granada;150
00A Covid-19 Virus identificado;Mujeres;Guadalajara;130
00A Covid-19 Virus identificado;Mujeres;Huelva;18
00A Covid-19 Virus identificado;Mujeres;Huesca;59
00A Covid-19 Virus identificado;Mujeres;Jaén;75
00A Covid-19 Virus identificado;Mujeres;León;214
00A Covid-19 Virus identificado;Mujeres;Lleida;137
00A Covid-19 Virus identificado;Mujeres;Lugo;10
00A Covid-19 Virus identificado;Mujeres;Madrid;4365
00A Covid-19 Virus identificado;Mujeres;Málaga;121
00A Covid-19 Virus identificado;Mujeres;Murcia;76
00A Covid-19 Virus identificado;Mujeres;Navarra;261
00A Covid-19 Virus identificado;Mujeres;Ourense;68
00A Covid-19 Virus identificado;Mujeres;Palencia;47
00A Covid-19 Virus identificado;Mujeres;Palmas, Las;19
00A Covid-19 Virus identificado;Mujeres;Pontevedra;87
00A Covid-19 Virus identificado;Mujeres;Rioja, La;171
00A Covid-19 Virus identificado;Mujeres;Salamanca;270
00A Covid-19 Virus identificado;Mujeres;Santa Cruz de Tenerife;53
00A Covid-19 Virus identificado;Mujeres;Segovia;141
00A Covid-19 Virus identificado;Mujeres;Sevilla;137
00A Covid-19 Virus identificado;Mujeres;Soria;110
00A Covid-19 Virus identificado;Mujeres;Tarragona;132
00A Covid-19 Virus identificado;Mujeres;Teruel;42
00A Covid-19 Virus identificado;Mujeres;Toledo;319
00A Covid-19 Virus identificado;Mujeres;Valencia/València;299
00A Covid-19 Virus identificado;Mujeres;Valladolid;273
00A Covid-19 Virus identificado;Mujeres;Zamora;68
00A Covid-19 Virus identificado;Mujeres;Zaragoza;349
00A Covid-19 Virus identificado;Mujeres;Ceuta;3
00A Covid-19 Virus identificado;Mujeres;Melilla;1
00B Covid-19 Virus no identificado (sospechoso);Total;Total;13032
00B Covid-19 Virus no identificado (sospechoso);Total;Albacete;399
00B Covid-19 Virus no identificado (sospechoso);Total;Alicante/Alacant;244
00B Covid-19 Virus no identificado (sospechoso);Total;Almería;19
00B Covid-19 Virus no identificado (sospechoso);Total;Araba/Alava;44
00B Covid-19 Virus no identificado (sospechoso);Total;Asturias;180
00B Covid-19 Virus no identificado (sospechoso);Total;Avila;152
00B Covid-19 Virus no identificado (sospechoso);Total;Badajoz;64
00B Covid-19 Virus no identificado (sospechoso);Total;Balears, Illes;31
00B Covid-19 Virus no identificado (sospechoso);Total;Barcelona;2452
00B Covid-19 Virus no identificado (sospechoso);Total;Bizkaia;160
00B Covid-19 Virus no identificado (sospechoso);Total;Burgos;150
00B Covid-19 Virus no identificado (sospechoso);Total;Cáceres;186
00B Covid-19 Virus no identificado (sospechoso);Total;Cádiz;51
00B Covid-19 Virus no identificado (sospechoso);Total;Cantabria;63
00B Covid-19 Virus no identificado (sospechoso);Total;Castellón/Castelló;68
00B Covid-19 Virus no identificado (sospechoso);Total;Ciudad Real;440
00B Covid-19 Virus no identificado (sospechoso);Total;Córdoba;49
00B Covid-19 Virus no identificado (sospechoso);Total;Coruña, A;30
00B Covid-19 Virus no identificado (sospechoso);Total;Cuenca;210
00B Covid-19 Virus no identificado (sospechoso);Total;Gipuzkoa;54
00B Covid-19 Virus no identificado (sospechoso);Total;Girona;142
00B Covid-19 Virus no identificado (sospechoso);Total;Granada;109
00B Covid-19 Virus no identificado (sospechoso);Total;Guadalajara;196
00B Covid-19 Virus no identificado (sospechoso);Total;Huelva;13
00B Covid-19 Virus no identificado (sospechoso);Total;Huesca;36
00B Covid-19 Virus no identificado (sospechoso);Total;Jaén;99
00B Covid-19 Virus no identificado (sospechoso);Total;León;322
00B Covid-19 Virus no identificado (sospechoso);Total;Lleida;45
00B Covid-19 Virus no identificado (sospechoso);Total;Lugo;11
00B Covid-19 Virus no identificado (sospechoso);Total;Madrid;4508
00B Covid-19 Virus no identificado (sospechoso);Total;Málaga;148
00B Covid-19 Virus no identificado (sospechoso);Total;Murcia;26
00B Covid-19 Virus no identificado (sospechoso);Total;Navarra;161
00B Covid-19 Virus no identificado (sospechoso);Total;Ourense;23
00B Covid-19 Virus no identificado (sospechoso);Total;Palencia;91
00B Covid-19 Virus no identificado (sospechoso);Total;Palmas, Las;23
00B Covid-19 Virus no identificado (sospechoso);Total;Pontevedra;12
00B Covid-19 Virus no identificado (sospechoso);Total;Rioja, La;63
00B Covid-19 Virus no identificado (sospechoso);Total;Salamanca;312
00B Covid-19 Virus no identificado (sospechoso);Total;Santa Cruz de Tenerife;53
00B Covid-19 Virus no identificado (sospechoso);Total;Segovia;292
00B Covid-19 Virus no identificado (sospechoso);Total;Sevilla;52
00B Covid-19 Virus no identificado (sospechoso);Total;Soria;83
00B Covid-19 Virus no identificado (sospechoso);Total;Tarragona;112
00B Covid-19 Virus no identificado (sospechoso);Total;Teruel;24
00B Covid-19 Virus no identificado (sospechoso);Total;Toledo;364
00B Covid-19 Virus no identificado (sospechoso);Total;Valencia/València;200
00B Covid-19 Virus no identificado (sospechoso);Total;Valladolid;216
00B Covid-19 Virus no identificado (sospechoso);Total;Zamora;84
00B Covid-19 Virus no identificado (sospechoso);Total;Zaragoza;163
00B Covid-19 Virus no identificado (sospechoso);Total;Ceuta;2
00B Covid-19 Virus no identificado (sospechoso);Total;Melilla;1
00B Covid-19 Virus no identificado (sospechoso);Hombres;Total;5682
00B Covid-19 Virus no identificado (sospechoso);Hombres;Albacete;193
00B Covid-19 Virus no identificado (sospechoso);Hombres;Alicante/Alacant;125
00B Covid-19 Virus no identificado (sospechoso);Hombres;Almería;11
00B Covid-19 Virus no identificado (sospechoso);Hombres;Araba/Alava;24
00B Covid-19 Virus no identificado (sospechoso);Hombres;Asturias;89
00B Covid-19 Virus no identificado (sospechoso);Hombres;Avila;73
00B Covid-19 Virus no identificado (sospechoso);Hombres;Badajoz;31
00B Covid-19 Virus no identificado (sospechoso);Hombres;Balears, Illes;18
00B Covid-19 Virus no identificado (sospechoso);Hombres;Barcelona;1002
00B Covid-19 Virus no identificado (sospechoso);Hombres;Bizkaia;74
00B Covid-19 Virus no identificado (sospechoso);Hombres;Burgos;60
00B Covid-19 Virus no identificado (sospechoso);Hombres;Cáceres;81
00B Covid-19 Virus no identificado (sospechoso);Hombres;Cádiz;20
00B Covid-19 Virus no identificado (sospechoso);Hombres;Cantabria;35
00B Covid-19 Virus no identificado (sospechoso);Hombres;Castellón/Castelló;32
00B Covid-19 Virus no identificado (sospechoso);Hombres;Ciudad Real;182
00B Covid-19 Virus no identificado (sospechoso);Hombres;Córdoba;27
00B Covid-19 Virus no identificado (sospechoso);Hombres;Coruña, A;17
00B Covid-19 Virus no identificado (sospechoso);Hombres;Cuenca;116
00B Covid-19 Virus no identificado (sospechoso);Hombres;Gipuzkoa;28
00B Covid-19 Virus no identificado (sospechoso);Hombres;Girona;77
00B Covid-19 Virus no identificado (sospechoso);Hombres;Granada;57
00B Covid-19 Virus no identificado (sospechoso);Hombres;Guadalajara;92
00B Covid-19 Virus no identificado (sospechoso);Hombres;Huelva;5
00B Covid-19 Virus no identificado (sospechoso);Hombres;Huesca;13
00B Covid-19 Virus no identificado (sospechoso);Hombres;Jaén;51
00B Covid-19 Virus no identificado (sospechoso);Hombres;León;140
00B Covid-19 Virus no identificado (sospechoso);Hombres;Lleida;24
00B Covid-19 Virus no identificado (sospechoso);Hombres;Lugo;6
00B Covid-19 Virus no identificado (sospechoso);Hombres;Madrid;1844
00B Covid-19 Virus no identificado (sospechoso);Hombres;Málaga;75
00B Covid-19 Virus no identificado (sospechoso);Hombres;Murcia;15
00B Covid-19 Virus no identificado (sospechoso);Hombres;Navarra;56
00B Covid-19 Virus no identificado (sospechoso);Hombres;Ourense;10
00B Covid-19 Virus no identificado (sospechoso);Hombres;Palencia;38
00B Covid-19 Virus no identificado (sospechoso);Hombres;Palmas, Las;14
00B Covid-19 Virus no identificado (sospechoso);Hombres;Pontevedra;5
00B Covid-19 Virus no identificado (sospechoso);Hombres;Rioja, La;32
00B Covid-19 Virus no identificado (sospechoso);Hombres;Salamanca;146
00B Covid-19 Virus no identificado (sospechoso);Hombres;Santa Cruz de Tenerife;30
00B Covid-19 Virus no identificado (sospechoso);Hombres;Segovia;115
00B Covid-19 Virus no identificado (sospechoso);Hombres;Sevilla;20
00B Covid-19 Virus no identificado (sospechoso);Hombres;Soria;38
00B Covid-19 Virus no identificado (sospechoso);Hombres;Tarragona;60
00B Covid-19 Virus no identificado (sospechoso);Hombres;Teruel;10
00B Covid-19 Virus no identificado (sospechoso);Hombres;Toledo;170
00B Covid-19 Virus no identificado (sospechoso);Hombres;Valencia/València;106
00B Covid-19 Virus no identificado (sospechoso);Hombres;Valladolid;90
00B Covid-19 Virus no identificado (sospechoso);Hombres;Zamora;45
00B Covid-19 Virus no identificado (sospechoso);Hombres;Zaragoza;58
00B Covid-19 Virus no identificado (sospechoso);Hombres;Ceuta;2
00B Covid-19 Virus no identificado (sospechoso);Hombres;Melilla;0
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Total;7350
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Albacete;206
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Alicante/Alacant;119
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Almería;8
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Araba/Alava;20
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Asturias;91
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Avila;79
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Badajoz;33
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Balears, Illes;13
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Barcelona;1450
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Bizkaia;86
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Burgos;90
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Cáceres;105
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Cádiz;31
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Cantabria;28
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Castellón/Castelló;36
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Ciudad Real;258
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Córdoba;22
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Coruña, A;13
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Cuenca;94
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Gipuzkoa;26
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Girona;65
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Granada;52
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Guadalajara;104
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Huelva;8
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Huesca;23
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Jaén;48
00B Covid-19 Virus no identificado (sospechoso);Mujeres;León;182
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Lleida;21
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Lugo;5
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Madrid;2664
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Málaga;73
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Murcia;11
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Navarra;105
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Ourense;13
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Palencia;53
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Palmas, Las;9
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Pontevedra;7
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Rioja, La;31
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Salamanca;166
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Santa Cruz de Tenerife;23
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Segovia;177
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Sevilla;32
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Soria;45
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Tarragona;52
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Teruel;14
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Toledo;194
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Valencia/València;94
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Valladolid;126
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Zamora;39
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Zaragoza;105
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Ceuta;0
00B Covid-19 Virus no identificado (sospechoso);Mujeres;Melilla;1
001 Enfermedades infecciosas intestinales;Total;Total;462
001 Enfermedades infecciosas intestinales;Total;Albacete;11
001 Enfermedades infecciosas intestinales;Total;Alicante/Alacant;17
001 Enfermedades infecciosas intestinales;Total;Almería;7
001 Enfermedades infecciosas intestinales;Total;Araba/Alava;4
001 Enfermedades infecciosas intestinales;Total;Asturias;15
001 Enfermedades infecciosas intestinales;Total;Avila;3
001 Enfermedades infecciosas intestinales;Total;Badajoz;8
001 Enfermedades infecciosas intestinales;Total;Balears, Illes;11
001 Enfermedades infecciosas intestinales;Total;Barcelona;43
001 Enfermedades infecciosas intestinales;Total;Bizkaia;8
001 Enfermedades infecciosas intestinales;Total;Burgos;5
001 Enfermedades infecciosas intestinales;Total;Cáceres;8
001 Enfermedades infecciosas intestinales;Total;Cádiz;6
001 Enfermedades infecciosas intestinales;Total;Cantabria;7
001 Enfermedades infecciosas intestinales;Total;Castellón/Castelló;6
001 Enfermedades infecciosas intestinales;Total;Ciudad Real;11
001 Enfermedades infecciosas intestinales;Total;Córdoba;13
001 Enfermedades infecciosas intestinales;Total;Coruña, A;13
001 Enfermedades infecciosas intestinales;Total;Cuenca;4
001 Enfermedades infecciosas intestinales;Total;Gipuzkoa;4
001 Enfermedades infecciosas intestinales;Total;Girona;4
001 Enfermedades infecciosas intestinales;Total;Granada;6
001 Enfermedades infecciosas intestinales;Total;Guadalajara;2
001 Enfermedades infecciosas intestinales;Total;Huelva;7
001 Enfermedades infecciosas intestinales;Total;Huesca;0
001 Enfermedades infecciosas intestinales;Total;Jaén;8
001 Enfermedades infecciosas intestinales;Total;León;10
001 Enfermedades infecciosas intestinales;Total;Lleida;7
001 Enfermedades infecciosas intestinales;Total;Lugo;3
001 Enfermedades infecciosas intestinales;Total;Madrid;51
001 Enfermedades infecciosas intestinales;Total;Málaga;11
001 Enfermedades infecciosas intestinales;Total;Murcia;14
001 Enfermedades infecciosas intestinales;Total;Navarra;8
001 Enfermedades infecciosas intestinales;Total;Ourense;6
001 Enfermedades infecciosas intestinales;Total;Palencia;0
001 Enfermedades infecciosas intestinales;Total;Palmas, Las;16
001 Enfermedades infecciosas intestinales;Total;Pontevedra;16
001 Enfermedades infecciosas intestinales;Total;Rioja, La;3
001 Enfermedades infecciosas intestinales;Total;Salamanca;6
001 Enfermedades infecciosas intestinales;Total;Santa Cruz de Tenerife;12
001 Enfermedades infecciosas intestinales;Total;Segovia;4
001 Enfermedades infecciosas intestinales;Total;Sevilla;9
001 Enfermedades infecciosas intestinales;Total;Soria;0
001 Enfermedades infecciosas intestinales;Total;Tarragona;9
001 Enfermedades infecciosas intestinales;Total;Teruel;4
001 Enfermedades infecciosas intestinales;Total;Toledo;13
001 Enfermedades infecciosas intestinales;Total;Valencia/València;19
001 Enfermedades infecciosas intestinales;Total;Valladolid;2
001 Enfermedades infecciosas intestinales;Total;Zamora;2
001 Enfermedades infecciosas intestinales;Total;Zaragoza;4
001 Enfermedades infecciosas intestinales;Total;Ceuta;1
001 Enfermedades infecciosas intestinales;Total;Melilla;1
001 Enfermedades infecciosas intestinales;Hombres;Total;194
001 Enfermedades infecciosas intestinales;Hombres;Albacete;4
001 Enfermedades infecciosas intestinales;Hombres;Alicante/Alacant;3
001 Enfermedades infecciosas intestinales;Hombres;Almería;3
001 Enfermedades infecciosas intestinales;Hombres;Araba/Alava;3
001 Enfermedades infecciosas intestinales;Hombres;Asturias;9
001 Enfermedades infecciosas intestinales;Hombres;Avila;1
001 Enfermedades infecciosas intestinales;Hombres;Badajoz;3
001 Enfermedades infecciosas intestinales;Hombres;Balears, Illes;7
001 Enfermedades infecciosas intestinales;Hombres;Barcelona;21
001 Enfermedades infecciosas intestinales;Hombres;Bizkaia;2
001 Enfermedades infecciosas intestinales;Hombres;Burgos;3
001 Enfermedades infecciosas intestinales;Hombres;Cáceres;4
001 Enfermedades infecciosas intestinales;Hombres;Cádiz;3
001 Enfermedades infecciosas intestinales;Hombres;Cantabria;1
001 Enfermedades infecciosas intestinales;Hombres;Castellón/Castelló;4
001 Enfermedades infecciosas intestinales;Hombres;Ciudad Real;3
001 Enfermedades infecciosas intestinales;Hombres;Córdoba;7
001 Enfermedades infecciosas intestinales;Hombres;Coruña, A;5
001 Enfermedades infecciosas intestinales;Hombres;Cuenca;3
001 Enfermedades infecciosas intestinales;Hombres;Gipuzkoa;2
001 Enfermedades infecciosas intestinales;Hombres;Girona;3
001 Enfermedades infecciosas intestinales;Hombres;Granada;3
001 Enfermedades infecciosas intestinales;Hombres;Guadalajara;1
001 Enfermedades infecciosas intestinales;Hombres;Huelva;1
001 Enfermedades infecciosas intestinales;Hombres;Huesca;0
001 Enfermedades infecciosas intestinales;Hombres;Jaén;3
001 Enfermedades infecciosas intestinales;Hombres;León;8
001 Enfermedades infecciosas intestinales;Hombres;Lleida;2
001 Enfermedades infecciosas intestinales;Hombres;Lugo;0
001 Enfermedades infecciosas intestinales;Hombres;Madrid;11
001 Enfermedades infecciosas intestinales;Hombres;Málaga;4
001 Enfermedades infecciosas intestinales;Hombres;Murcia;8
001 Enfermedades infecciosas intestinales;Hombres;Navarra;3
001 Enfermedades infecciosas intestinales;Hombres;Ourense;4
001 Enfermedades infecciosas intestinales;Hombres;Palencia;0
